task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
B10,Summarise,DeepSeek,B_V3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
B10,Summarise,Flash,B_V3,1.0,1.0,1.0,0.0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
B10,Summarise,Gemini,B_V3,0.6666666666666667,0.33333333333333337,0.6666666666666667,,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0
B10,Summarise,Qwen,B_V3,0.33333333333333337,0.6666666666666667,0.33333333333333337,1.0,1.0,0.6666666666666667,1.0,0.33333333333333337
B11,Summarise,DeepSeek,B_V3,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0
B11,Summarise,Flash,B_V3,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667
B11,Summarise,Gemini,B_V3,0.33333333333333337,1.0,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.33333333333333337
B11,Summarise,Qwen,B_V3,1.0,0.6666666666666667,0.33333333333333337,0.0,0.6666666666666667,1.0,1.0,1.0
B13,Interpret,DeepSeek,B_V3,0.0,0.0,0.6666666666666667,1.0,1.0,0.6666666666666667,0.33333333333333337,1.0
B13,Interpret,Flash,B_V3,0.6666666666666667,1.0,0.0,0.0,0.33333333333333337,1.0,1.0,0.0
B13,Interpret,Gemini,B_V3,0.33333333333333337,0.33333333333333337,1.0,0.5,0.6666666666666667,0.0,0.0,0.6666666666666667
B13,Interpret,Qwen,B_V3,1.0,0.6666666666666667,0.33333333333333337,,0.0,0.33333333333333337,0.6666666666666667,0.33333333333333337
B16,Interpret,DeepSeek,B_V3,0.0,0.0,0.6666666666666667,,0.6666666666666667,0.0,0.33333333333333337,0.6666666666666667
B16,Interpret,Flash,B_V3,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.0
B16,Interpret,Gemini,B_V3,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.6666666666666667,0.0,0.33333333333333337
B16,Interpret,Qwen,B_V3,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
B3,Idea-to-Text,DeepSeek,B_V3,0.33333333333333337,0.6666666666666667,0.6666666666666667,,1.0,0.33333333333333337,0.6666666666666667,0.0
B3,Idea-to-Text,Flash,B_V3,1.0,0.33333333333333337,0.0,,0.33333333333333337,1.0,0.0,1.0
B3,Idea-to-Text,Gemini,B_V3,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337
B3,Idea-to-Text,Qwen,B_V3,0.6666666666666667,1.0,1.0,1.0,0.0,0.6666666666666667,1.0,0.6666666666666667
B4,Idea-to-Text,DeepSeek,B_V3,1.0,1.0,0.6666666666666667,,0.6666666666666667,0.33333333333333337,1.0,1.0
B4,Idea-to-Text,Flash,B_V3,0.33333333333333337,0.6666666666666667,0.0,0.0,1.0,1.0,0.6666666666666667,0.0
B4,Idea-to-Text,Gemini,B_V3,0.0,0.0,1.0,,0.0,0.0,0.33333333333333337,0.6666666666666667
B4,Idea-to-Text,Qwen,B_V3,0.6666666666666667,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337
