"task_id","task_type","model_name","evaluator","Fluency","Coherence","Conciseness","Accuracy","Constructiveness","Final","Motivational","Sentiment"
"B10","Summarise","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0","0","0.666666666666666","0","0","0","1","1"
"B10","Summarise","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","0.666666666666666","0","","1","1","0.333333333333333","0.333333333333333"
"B10","Summarise","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","1","1","1","","0.666666666666666","0.333333333333333","0","0"
"B10","Summarise","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0.333333333333333","0.333333333333333","1","0.333333333333333","0.666666666666666","0.666666666666666","0.666666666666666"
"B11","Summarise","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0","0","0.5","0","0","0.666666666666666","0.666666666666666"
"B11","Summarise","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","0.666666666666666","0.333333333333333","0","0.333333333333333","0.666666666666666","1","1"
"B11","Summarise","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","0","0.333333333333333","1","","0.666666666666666","0.333333333333333","0","0"
"B11","Summarise","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","1","1","0.666666666666666","1","1","1","0.333333333333333","0.333333333333333"
"B13","Interpret","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0.666666666666666","0.666666666666666","","1","0.666666666666666","0.666666666666666","0.333333333333333"
"B13","Interpret","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","0.333333333333333","0.333333333333333","0","0.333333333333333","0.333333333333333","1","0"
"B13","Interpret","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","1","1","0","","0.666666666666666","1","0.333333333333333","1"
"B13","Interpret","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","0","0","1","1","0","0","0","0.666666666666666"
"B16","Interpret","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0.333333333333333","0.666666666666666","1","0.333333333333333","0.666666666666666","0.333333333333333","1"
"B16","Interpret","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","1","0.666666666666666","0","0","1","1","0.666666666666666","0.666666666666666"
"B16","Interpret","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","1","0.333333333333333","","0.666666666666666","0.333333333333333","1","0"
"B16","Interpret","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","0","0","1","","0","0","0","0.333333333333333"
"B3","Idea-to-Text","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","0.666666666666666","0","0.666666666666666","0.333333333333333","0","0.666666666666666","0.333333333333333"
"B3","Idea-to-Text","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","0","0.333333333333333","0.666666666666666","0.333333333333333","0.666666666666666","0.666666666666666","0","1"
"B3","Idea-to-Text","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","1","1","0.333333333333333","0","1","1","0.333333333333333","0.666666666666666"
"B3","Idea-to-Text","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0","1","1","0","0.333333333333333","1","0"
"B4","Idea-to-Text","DeepSeek-R1-0528","b3_xSNh6CDjzffpeBtcaLPs","0","0","0.666666666666666","0","0","0","0.666666666666666","0.666666666666666"
"B4","Idea-to-Text","Qwen3-235B-A22B-2507","b3_xSNh6CDjzffpeBtcaLPs","0.666666666666666","1","0.333333333333333","0.666666666666666","1","1","0.333333333333333","0.333333333333333"
"B4","Idea-to-Text","gemini-2.5-flash","b3_xSNh6CDjzffpeBtcaLPs","1","0.666666666666666","0","0.333333333333333","0.666666666666666","0.666666666666666","0","0"
"B4","Idea-to-Text","gemini-2.5-pro","b3_xSNh6CDjzffpeBtcaLPs","0.333333333333333","0.333333333333333","1","1","0.333333333333333","0.333333333333333","1","1"
