task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
A10,Summarise,DeepSeek,A_V5,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
A10,Summarise,Flash,A_V5,0.33333333333333337,0.6666666666666667,0.0,0.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667
A10,Summarise,Gemini,A_V5,1.0,0.33333333333333337,0.6666666666666667,,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0
A10,Summarise,Qwen,A_V5,0.6666666666666667,1.0,0.33333333333333337,1.0,1.0,0.33333333333333337,1.0,0.33333333333333337
A12,Summarise,DeepSeek,A_V5,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
A12,Summarise,Flash,A_V5,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
A12,Summarise,Gemini,A_V5,0.33333333333333337,0.33333333333333337,0.6666666666666667,1.0,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337
A12,Summarise,Qwen,A_V5,1.0,1.0,0.0,,1.0,0.33333333333333337,1.0,1.0
A15,Interpret,DeepSeek,A_V5,0.0,0.0,0.6666666666666667,1.0,0.6666666666666667,0.0,0.33333333333333337,0.0
A15,Interpret,Flash,A_V5,0.6666666666666667,0.6666666666666667,0.33333333333333337,,0.33333333333333337,0.6666666666666667,0.6666666666666667,1.0
A15,Interpret,Gemini,A_V5,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.33333333333333337
A15,Interpret,Qwen,A_V5,1.0,1.0,0.0,,1.0,0.33333333333333337,1.0,0.6666666666666667
A18,Interpret,DeepSeek,A_V5,0.33333333333333337,0.0,0.6666666666666667,,0.0,0.0,0.33333333333333337,0.0
A18,Interpret,Flash,A_V5,0.0,1.0,0.33333333333333337,1.0,1.0,0.6666666666666667,1.0,0.6666666666666667
A18,Interpret,Gemini,A_V5,1.0,0.33333333333333337,1.0,0.0,0.6666666666666667,0.33333333333333337,0.0,1.0
A18,Interpret,Qwen,A_V5,0.6666666666666667,0.6666666666666667,0.0,,0.33333333333333337,1.0,0.6666666666666667,0.33333333333333337
A2,Idea-to-Text,DeepSeek,A_V5,0.0,0.0,0.6666666666666667,0.0,1.0,0.33333333333333337,0.6666666666666667,0.6666666666666667
A2,Idea-to-Text,Flash,A_V5,1.0,0.6666666666666667,0.33333333333333337,,0.6666666666666667,1.0,0.33333333333333337,0.0
A2,Idea-to-Text,Gemini,A_V5,0.33333333333333337,0.33333333333333337,1.0,0.5,0.0,0.0,1.0,1.0
A2,Idea-to-Text,Qwen,A_V5,0.6666666666666667,1.0,0.0,1.0,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337
A4,Idea-to-Text,DeepSeek,A_V5,0.33333333333333337,0.6666666666666667,0.6666666666666667,,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.6666666666666667
A4,Idea-to-Text,Flash,A_V5,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0,1.0,0.33333333333333337
A4,Idea-to-Text,Gemini,A_V5,0.0,0.0,1.0,,0.0,0.33333333333333337,0.0,0.0
A4,Idea-to-Text,Qwen,A_V5,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666667,1.0
