task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
A11,Summarise,DeepSeek,A_V2,0.6666666666666667,0.0,1.0,,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667
A11,Summarise,Flash,A_V2,0.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,1.0,0.33333333333333337,0.33333333333333337
A11,Summarise,Gemini,A_V2,1.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.6666666666666667,0.0
A11,Summarise,Qwen,A_V2,0.33333333333333337,1.0,0.0,,1.0,0.33333333333333337,1.0,1.0
A13,Interpret,DeepSeek,A_V2,0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.33333333333333337,0.0,0.0
A13,Interpret,Flash,A_V2,0.0,0.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337
A13,Interpret,Gemini,A_V2,0.6666666666666667,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.6666666666666667
A13,Interpret,Qwen,A_V2,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0
A17,Interpret,DeepSeek,A_V2,0.0,0.33333333333333337,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,1.0
A17,Interpret,Flash,A_V2,0.33333333333333337,0.6666666666666667,0.0,1.0,0.33333333333333337,0.0,0.6666666666666667,0.0
A17,Interpret,Gemini,A_V2,1.0,0.0,1.0,0.5,0.0,0.33333333333333337,0.0,0.6666666666666667
A17,Interpret,Qwen,A_V2,0.6666666666666667,1.0,0.33333333333333337,,1.0,1.0,1.0,0.33333333333333337
A3,Idea-to-Text,DeepSeek,A_V2,0.33333333333333337,0.33333333333333337,0.33333333333333337,,0.6666666666666667,0.33333333333333337,1.0,0.33333333333333337
A3,Idea-to-Text,Flash,A_V2,0.6666666666666667,0.6666666666666667,0.0,,1.0,1.0,0.6666666666666667,0.6666666666666667
A3,Idea-to-Text,Gemini,A_V2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A3,Idea-to-Text,Qwen,A_V2,1.0,1.0,0.6666666666666667,1.0,0.33333333333333337,0.6666666666666667,0.33333333333333337,1.0
A6,Idea-to-Text,DeepSeek,A_V2,0.6666666666666667,0.33333333333333337,0.33333333333333337,,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.0
A6,Idea-to-Text,Flash,A_V2,1.0,1.0,0.0,0.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667
A6,Idea-to-Text,Gemini,A_V2,0.0,0.0,1.0,,1.0,0.0,1.0,0.33333333333333337
A6,Idea-to-Text,Qwen,A_V2,0.33333333333333337,0.6666666666666667,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0,1.0
A7,Summarise,DeepSeek,A_V2,0.0,0.0,1.0,0.5,0.0,0.0,0.6666666666666667,0.0
A7,Summarise,Flash,A_V2,0.33333333333333337,0.6666666666666667,0.6666666666666667,,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337
A7,Summarise,Gemini,A_V2,1.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,1.0,1.0,0.6666666666666667
A7,Summarise,Qwen,A_V2,0.6666666666666667,1.0,0.0,1.0,1.0,0.33333333333333337,0.0,1.0
