task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
C16,Interpret,DeepSeek,C_V3,0.6666666666666667,0.6666666666666667,1.0,1.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.0
C16,Interpret,Flash,C_V3,0.33333333333333337,0.0,0.33333333333333337,,0.0,0.0,0.6666666666666667,0.33333333333333337
C16,Interpret,Gemini,C_V3,0.0,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.6666666666666667,0.0,0.6666666666666667
C16,Interpret,Qwen,C_V3,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
C18,Interpret,DeepSeek,C_V3,0.0,0.33333333333333337,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
C18,Interpret,Flash,C_V3,0.33333333333333337,0.6666666666666667,0.33333333333333337,1.0,1.0,0.0,1.0,0.0
C18,Interpret,Gemini,C_V3,1.0,0.0,0.6666666666666667,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337
C18,Interpret,Qwen,C_V3,0.6666666666666667,1.0,0.0,0.6666666666666667,0.33333333333333337,1.0,0.6666666666666667,0.6666666666666667
C2,Idea-to-Text,DeepSeek,C_V3,0.33333333333333337,1.0,0.0,0.0,1.0,0.6666666666666667,0.6666666666666667,0.33333333333333337
C2,Idea-to-Text,Flash,C_V3,0.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666667
C2,Idea-to-Text,Gemini,C_V3,0.6666666666666667,0.6666666666666667,1.0,0.33333333333333337,0.6666666666666667,0.0,1.0,0.0
C2,Idea-to-Text,Qwen,C_V3,1.0,0.0,0.33333333333333337,1.0,0.33333333333333337,1.0,0.0,1.0
C5,Idea-to-Text,DeepSeek,C_V3,0.33333333333333337,0.6666666666666667,0.0,,0.6666666666666667,0.6666666666666667,1.0,0.33333333333333337
C5,Idea-to-Text,Flash,C_V3,1.0,1.0,0.6666666666666667,0.5,1.0,1.0,0.6666666666666667,0.6666666666666667
C5,Idea-to-Text,Gemini,C_V3,0.0,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
C5,Idea-to-Text,Qwen,C_V3,0.6666666666666667,0.33333333333333337,1.0,1.0,0.33333333333333337,0.0,0.0,1.0
C7,Summarise,DeepSeek,C_V3,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0
C7,Summarise,Flash,C_V3,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.6666666666666667
C7,Summarise,Gemini,C_V3,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337
C7,Summarise,Qwen,C_V3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
C9,Summarise,DeepSeek,C_V3,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0
C9,Summarise,Flash,C_V3,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0
C9,Summarise,Gemini,C_V3,0.33333333333333337,0.33333333333333337,0.6666666666666667,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667
C9,Summarise,Qwen,C_V3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.33333333333333337
