task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
A14,Interpret,DeepSeek,A_V3,0.33333333333333337,1.0,0.6666666666666667,,1.0,0.0,0.33333333333333337,0.0
A14,Interpret,Flash,A_V3,0.6666666666666667,0.6666666666666667,0.33333333333333337,,0.0,0.6666666666666667,1.0,1.0
A14,Interpret,Gemini,A_V3,0.0,0.0,1.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666667
A14,Interpret,Qwen,A_V3,1.0,0.33333333333333337,0.0,1.0,0.6666666666666667,1.0,0.6666666666666667,0.33333333333333337
A16,Interpret,DeepSeek,A_V3,0.0,0.0,1.0,,0.6666666666666667,0.0,0.33333333333333337,0.0
A16,Interpret,Flash,A_V3,1.0,0.6666666666666667,0.33333333333333337,1.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667
A16,Interpret,Gemini,A_V3,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337
A16,Interpret,Qwen,A_V3,0.33333333333333337,1.0,0.0,0.5,1.0,1.0,1.0,1.0
A4,Idea-to-Text,DeepSeek,A_V3,0.33333333333333337,1.0,0.33333333333333337,,1.0,0.33333333333333337,1.0,0.6666666666666667
A4,Idea-to-Text,Flash,A_V3,0.6666666666666667,0.33333333333333337,0.6666666666666667,,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337
A4,Idea-to-Text,Gemini,A_V3,0.0,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0,0.6666666666666667,1.0
A4,Idea-to-Text,Qwen,A_V3,1.0,0.0,0.0,1.0,0.0,1.0,0.33333333333333337,0.0
A6,Idea-to-Text,DeepSeek,A_V3,0.33333333333333337,0.33333333333333337,0.33333333333333337,,1.0,0.6666666666666667,1.0,0.0
A6,Idea-to-Text,Flash,A_V3,1.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667
A6,Idea-to-Text,Gemini,A_V3,0.0,0.0,0.6666666666666667,,0.6666666666666667,1.0,0.6666666666666667,0.33333333333333337
A6,Idea-to-Text,Qwen,A_V3,0.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,1.0
A8,Summarise,DeepSeek,A_V3,0.0,0.0,0.6666666666666667,,0.0,0.0,0.0,0.0
A8,Summarise,Flash,A_V3,0.33333333333333337,0.6666666666666667,0.0,0.0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
A8,Summarise,Gemini,A_V3,1.0,0.33333333333333337,0.33333333333333337,,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0
A8,Summarise,Qwen,A_V3,0.6666666666666667,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,0.33333333333333337
A9,Summarise,DeepSeek,A_V3,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
A9,Summarise,Flash,A_V3,1.0,0.33333333333333337,0.33333333333333337,,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.6666666666666667
A9,Summarise,Gemini,A_V3,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,1.0,0.33333333333333337
A9,Summarise,Qwen,A_V3,0.33333333333333337,1.0,0.0,0.0,1.0,1.0,0.33333333333333337,1.0
