task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
B11,Summarise,DeepSeek,B_V2,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0
B11,Summarise,Flash,B_V2,0.6666666666666667,0.6666666666666667,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
B11,Summarise,Gemini,B_V2,0.33333333333333337,0.33333333333333337,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
B11,Summarise,Qwen,B_V2,1.0,1.0,0.33333333333333337,0.0,1.0,1.0,1.0,1.0
B17,Interpret,DeepSeek,B_V2,0.0,0.33333333333333337,0.33333333333333337,1.0,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337
B17,Interpret,Flash,B_V2,0.6666666666666667,0.6666666666666667,1.0,,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.6666666666666667
B17,Interpret,Gemini,B_V2,0.33333333333333337,0.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,0.0
B17,Interpret,Qwen,B_V2,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
B18,Interpret,DeepSeek,B_V2,0.0,0.0,0.6666666666666667,,0.6666666666666667,0.0,0.33333333333333337,0.0
B18,Interpret,Flash,B_V2,0.33333333333333337,1.0,0.0,1.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.33333333333333337
B18,Interpret,Gemini,B_V2,0.6666666666666667,0.33333333333333337,1.0,0.0,0.0,0.33333333333333337,0.0,1.0
B18,Interpret,Qwen,B_V2,1.0,0.6666666666666667,0.33333333333333337,,1.0,1.0,1.0,0.6666666666666667
B5,Idea-to-Text,DeepSeek,B_V2,1.0,0.6666666666666667,0.33333333333333337,,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.0
B5,Idea-to-Text,Flash,B_V2,0.0,1.0,0.0,,1.0,1.0,1.0,0.6666666666666667
B5,Idea-to-Text,Gemini,B_V2,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337
B5,Idea-to-Text,Qwen,B_V2,0.33333333333333337,0.0,1.0,1.0,0.0,0.6666666666666667,0.0,1.0
B6,Idea-to-Text,DeepSeek,B_V2,0.0,1.0,0.0,,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337
B6,Idea-to-Text,Flash,B_V2,1.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667
B6,Idea-to-Text,Gemini,B_V2,0.33333333333333337,0.0,1.0,,1.0,0.0,1.0,0.0
B6,Idea-to-Text,Qwen,B_V2,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.0,0.33333333333333337,0.0,1.0
B9,Summarise,DeepSeek,B_V2,0.0,0.0,1.0,,0.33333333333333337,0.0,1.0,0.6666666666666667
B9,Summarise,Flash,B_V2,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.0,0.6666666666666667,1.0,0.0,0.33333333333333337
B9,Summarise,Gemini,B_V2,1.0,0.6666666666666667,0.33333333333333337,,0.0,0.33333333333333337,0.33333333333333337,0.0
B9,Summarise,Qwen,B_V2,0.6666666666666667,1.0,0.0,1.0,1.0,0.6666666666666667,0.6666666666666667,1.0
