task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final,Motivational,Sentiment
A11,Summarise,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.0,0.0,0.6666666666666667,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337
A11,Summarise,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,1.0,0.33333333333333337,0.0,1.0,1.0,1.0,1.0,1.0
A11,Summarise,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.6666666666666667,0.33333333333333337,,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
A11,Summarise,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.33333333333333337,1.0,1.0,,0.0,0.33333333333333337,0.33333333333333337,0.0
A13,Interpret,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,0.6666666666666667,1.0,0.33333333333333337,0.6666666666666667
A13,Interpret,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,1.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.33333333333333337
A13,Interpret,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
A13,Interpret,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.33333333333333337,1.0,1.0,,1.0,0.33333333333333337,0.0,1.0
A16,Interpret,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667
A16,Interpret,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,1.0,0.33333333333333337,0.0,,0.6666666666666667,0.33333333333333337,1.0,0.0
A16,Interpret,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.6666666666666667,0.6666666666666667,,0.33333333333333337,1.0,0.6666666666666667,0.33333333333333337
A16,Interpret,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.33333333333333337,1.0,1.0,1.0,1.0,0.6666666666666667,0.0,1.0
A2,Idea-to-Text,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.0,0.33333333333333337,0.6666666666666667,,0.6666666666666667,1.0,1.0,0.6666666666666667
A2,Idea-to-Text,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.0,0.0,,0.33333333333333337,0.0,0.33333333333333337,0.0
A2,Idea-to-Text,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,1.0,0.6666666666666667,0.33333333333333337,,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337
A2,Idea-to-Text,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.33333333333333337,1.0,1.0,1.0,1.0,0.33333333333333337,0.0,1.0
A3,Idea-to-Text,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0,1.0,1.0,1.0,0.0
A3,Idea-to-Text,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,0.33333333333333337,0.33333333333333337,0.6666666666666667,,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.6666666666666667
A3,Idea-to-Text,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,1.0,0.0,0.0,,0.0,0.0,0.0,0.33333333333333337
A3,Idea-to-Text,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.0,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,1.0
A8,Summarise,DeepSeek-R1-0528,a4_d8e1b23f7e45f08c9132,0.0,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0
A8,Summarise,Qwen3-235B-A22B-2507,a4_d8e1b23f7e45f08c9132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
A8,Summarise,gemini-2.5-flash,a4_d8e1b23f7e45f08c9132,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
A8,Summarise,gemini-2.5-pro,a4_d8e1b23f7e45f08c9132,0.33333333333333337,0.0,0.33333333333333337,1.0,0.0,0.0,0.33333333333333337,1.0
